program,flags,file_size,total_lines,instructions,functions,basic_blocks,load_instructions,store_instructions,call_instructions,runtime_seconds,peak_memory_mb
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.629152,1.0
matrix_multiplication,['-loop-unroll'],24145,596,294,8,0,10,12,68,1.681164,1.0
matrix_multiplication,"['-loop-unroll', '-inline']",24145,596,294,8,0,10,12,68,1.679942,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-mem2reg']",24145,596,294,8,0,10,12,68,1.686864,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-mem2reg', '-instcombine']",23224,576,274,8,0,10,12,68,1.654016,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-mem2reg', '-instcombine', '-gvn']",23224,576,274,8,0,10,12,68,1.63692,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.623142,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.631308,1.0
matrix_multiplication,['-loop-unroll'],24145,596,294,8,0,10,12,68,1.681939,1.0
matrix_multiplication,"['-loop-unroll', '-inline']",24145,596,294,8,0,10,12,68,1.7017,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-mem2reg']",24145,596,294,8,0,10,12,68,1.67725,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-mem2reg', '-gvn']",23224,576,274,8,0,10,12,68,1.630459,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-mem2reg', '-gvn', '-instcombine']",23224,576,274,8,0,10,12,68,1.622004,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.633684,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.657292,1.0
matrix_multiplication,['-loop-unroll'],24145,596,294,8,0,10,12,68,1.703236,1.0
matrix_multiplication,"['-loop-unroll', '-inline']",24145,596,294,8,0,10,12,68,1.715752,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-instcombine']",23224,576,274,8,0,10,12,68,1.628222,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-instcombine', '-mem2reg']",23224,576,274,8,0,10,12,68,1.648509,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-instcombine', '-mem2reg', '-gvn']",23224,576,274,8,0,10,12,68,1.630162,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.627101,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.661814,1.0
matrix_multiplication,['-loop-unroll'],24145,596,294,8,0,10,12,68,1.710824,1.0
matrix_multiplication,"['-loop-unroll', '-inline']",24145,596,294,8,0,10,12,68,1.689897,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-instcombine']",23224,576,274,8,0,10,12,68,1.645552,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-instcombine', '-gvn']",23224,576,274,8,0,10,12,68,1.688051,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-instcombine', '-gvn', '-mem2reg']",23224,576,274,8,0,10,12,68,1.645238,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.642504,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.650392,1.0
matrix_multiplication,['-loop-unroll'],24145,596,294,8,0,10,12,68,1.669488,1.0
matrix_multiplication,"['-loop-unroll', '-inline']",24145,596,294,8,0,10,12,68,1.691237,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-gvn']",23224,576,274,8,0,10,12,68,1.623354,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-gvn', '-mem2reg']",23224,576,274,8,0,10,12,68,1.629624,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-gvn', '-mem2reg', '-instcombine']",23224,576,274,8,0,10,12,68,1.628649,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.634072,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.63145,1.0
matrix_multiplication,['-loop-unroll'],24145,596,294,8,0,10,12,68,1.681588,1.0
matrix_multiplication,"['-loop-unroll', '-inline']",24145,596,294,8,0,10,12,68,1.687673,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-gvn']",23224,576,274,8,0,10,12,68,1.622662,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-gvn', '-instcombine']",23224,576,274,8,0,10,12,68,1.626918,1.0
matrix_multiplication,"['-loop-unroll', '-inline', '-gvn', '-instcombine', '-mem2reg']",23224,576,274,8,0,10,12,68,1.635013,1.0
matrix_multiplication,[],23189,573,274,8,0,10,12,68,1.639406,1.0
matrix_multiplication,['-O3'],23221,569,274,8,0,10,9,68,1.630251,1.0
matrix_multiplication,['-loop-unroll'],24145,596,294,8,0,10,12,68,1.673074,1.0
matrix_multiplication,"['-loop-unroll', '-mem2reg']",24145,596,294,8,0,10,12,68,1.702059,1.0
